# RENDERED-STRING REGISTRY - the FORWARD half of Rule 4, inverted.
#
# Both halves of the Rule 4 check were built from memory. The backward list had three
# ad-hoc entries and missed `touch to read`; the forward list had eight and missed six
# invented world cues. You cannot enumerate inventions from the design, because inventions
# are exactly what is NOT in it. So this file enumerates the other side: every string the
# app renders. Each must be AUTHORED, a recorded DIVERGENCE, or deliberate APP-OWN copy.
# Anything else is an INVENTION by construction - nothing to remember.
#
# STATUS<TAB>STRING<TAB>SITE
#   AUTHORED     traceable to canon/ or a design source. Auto-granted; the only one that is.
#   DIVERGENCE   deliberately not the design's wording; the reason is in CLAUDE.md section 10.
#   AUTHORED-INTERPOLATED
#                authored, and rendered with an interpolation so it cannot literal-match:
#                the LITERAL SEGMENTS resolve to a design line and the interpolated value is
#                one the design also shows. Filed as APP-OWN until 2026-08-31, which was a
#                false claim in the direction that costs most — APP-OWN is precisely what a
#                real invention would hide behind, so it must never stretch.
#   APP-OWN      the app's own copy for a surface the design never drew (token entry,
#                settings, error states). Deliberate and named. NOT available for an
#                INSTRUCTIONAL string - see below.
#   NON-UI       a literal that never reaches a screen.
#   INVENTION    the violation. Must go to zero or be reclassified with a reason.
#   UNTRIAGED*   not yet judged. check_rendered.py fails on these too: an unjudged string
#                is indistinguishable from an invented one, which is how six of them lived
#                in the Point for the whole build.
#
# UNTRIAGED-INSTRUCTIONAL is called out separately because Rule 4 forbids the CATEGORY.
# `The Instrument v3.html:1084`: an instructional string is either the design's or it is
# invented. APP-OWN cannot be granted to one.
#
# Regenerate: python3 Tools/extract_rendered.py && python3 Tools/seed_rendered.py
# Enforce:    python3 Tools/check_rendered.py [--triage]
APP-OWN	Change the token?	Bindu Feed/Bindu Feed/Screens/SettingsView.swift:286
APP-OWN	CHANGE TOKEN	Bindu Feed/Bindu Feed/Screens/SettingsView.swift:262
APP-OWN	charge building	Bindu Feed/Bindu Feed/Screens/GameView.swift:207
APP-OWN	connected, synthesis	Bindu Feed/Bindu Feed/Screens/SettingsView.swift:404
APP-OWN	dawns witnessed	Bindu Feed/Bindu Feed/Screens/GameView.swift:207
APP-OWN	Each one already alive when you arrive.	Bindu Feed/Bindu Feed/Screens/RoomSelectionView.swift:72
APP-OWN	enter the feed ›	Bindu Feed/Bindu Feed/Instrument/InstrumentView.swift:691
APP-OWN	Enter your Airtable	Bindu Feed/Bindu Feed/Screens/TokenEntryView.swift:40
APP-OWN	Every time you chose to enter the room. Newest first.	Bindu Feed/Bindu Feed/Screens/AshVoiceView.swift:66
APP-OWN	everything that was already here →	Bindu Feed/Bindu Feed/Return/ReturnCanon.swift:36
APP-OWN	expressive, alive	Bindu Feed/Bindu Feed/Screens/SettingsView.swift:401
APP-OWN	floors entered	Bindu Feed/Bindu Feed/Screens/GameView.swift:199
APP-OWN	grounded, present	Bindu Feed/Bindu Feed/Screens/SettingsView.swift:397
APP-OWN	He is the only one with no figure in the Rite, and he should not have one -- he is not a vantage, he is the one the vantages are about. So his mathematics is the only one that is not a geometry. His days, as a spine, flecked where a voice spoke.	Bindu Feed/Bindu Feed/Rooms/RoomVoices.swift:137
APP-OWN	hear the voice you left	Bindu Feed/Bindu Feed/Screens/ReturnView.swift:77
APP-OWN	HOLD THE KEY	Bindu Feed/Bindu Feed/Point/ApertureView.swift:268
APP-OWN	if Airtable issued you a new one	Bindu Feed/Bindu Feed/Screens/SettingsView.swift:280
APP-OWN	lobby moments	Bindu Feed/Bindu Feed/Screens/GameView.swift:199
APP-OWN	MOST ACTIVE	Bindu Feed/Bindu Feed/Components/CommunityFilterBar.swift:106
APP-OWN	MOST RECENT	Bindu Feed/Bindu Feed/Components/CommunityFilterBar.swift:110
APP-OWN	NEVER MIND	Bindu Feed/Bindu Feed/Point/ApertureView.swift:150
APP-OWN	No words yet.	Bindu Feed/Bindu Feed/Screens/TheTurningView.swift:399
APP-OWN	not today · enter the field ›	Bindu Feed/Bindu Feed/Screens/DoorView.swift:139
APP-OWN	Nothing has gathered here yet.	Bindu Feed/Bindu Feed/Screens/GameView.swift:309
APP-OWN	nothing has returned yet	Bindu Feed/Bindu Feed/Screens/RootView.swift:283
APP-OWN	Nothing is reflected yet.	Bindu Feed/Bindu Feed/Screens/MirrorView.swift:98
APP-OWN	Nothing is signalling yet.	Bindu Feed/Bindu Feed/Screens/SignalView.swift:93
APP-OWN	Nothing left behind yet.	Bindu Feed/Bindu Feed/Screens/AshVoiceView.swift:201
APP-OWN	nothing to leave · seal ›	Bindu Feed/Bindu Feed/Screens/RiteRecognitionView.swift:59
APP-OWN	Now -- go play...	Bindu Feed/Bindu Feed/Point/PointRevealView.swift:64
APP-OWN	OM · 136.1	Bindu Feed/Bindu Feed/Point/PointRevealView.swift:74
APP-OWN	One transmission, received whole -- then you leave.	Bindu Feed/Bindu Feed/Components/FieldSurfacePortalCard.swift:36
APP-OWN	patterns simply seen	Bindu Feed/Bindu Feed/Screens/GameView.swift:207
APP-OWN	Personal Access Token	Bindu Feed/Bindu Feed/Screens/TokenEntryView.swift:43
APP-OWN	Personal to this device.	Bindu Feed/Bindu Feed/Screens/SettingsView.swift:80
APP-OWN	RELEASED JUST NOW	Bindu Feed/Bindu Feed/Screens/AshComposeView.swift:401
APP-OWN	RETURN TO THE STORY ›	Bindu Feed/Bindu Feed/Screens/AshComposeView.swift:11
APP-OWN	rite-....m4a	Bindu Feed/Bindu Feed/Screens/RiteRecognitionView.swift:220
APP-OWN	rooted, growing	Bindu Feed/Bindu Feed/Screens/SettingsView.swift:400
APP-OWN	Saved. You've arrived.	Bindu Feed/Bindu Feed/Screens/SettingsView.swift:48
APP-OWN	solid, warm	Bindu Feed/Bindu Feed/Screens/SettingsView.swift:403
APP-OWN	stand inside ›	Bindu Feed/Bindu Feed/Instrument/InstrumentView.swift:752
APP-OWN	the aperture ›	Bindu Feed/Bindu Feed/Point/PointWorldView.swift:117
APP-OWN	the field is gathering Ash's words...	Bindu Feed/Bindu Feed/Screens/AshVoiceView.swift:195
APP-OWN	The field is gathering.	Bindu Feed/Bindu Feed/Screens/PracticeDoorView.swift:99
APP-OWN	the field is gathering...	Bindu Feed/Bindu Feed/Screens/MirrorView.swift:90
APP-OWN	The field is quiet here.	Bindu Feed/Bindu Feed/Screens/RootView.swift:147
APP-OWN	The field is resting. Try again when you're ready.	Bindu Feed/Bindu Feed/Screens/GameView.swift:301
APP-OWN	The nearest thing this library has walked: ... · ....	Bindu Feed/Bindu Feed/Point/ApertureEdge.swift:93
APP-OWN	the room is gathering...	Bindu Feed/Bindu Feed/Screens/GameView.swift:295
APP-OWN	the room remembers you · ...	Bindu Feed/Bindu Feed/Return/ReturnCanon.swift:32
APP-OWN	The signal was received. The field is quiet now.	Bindu Feed/Bindu Feed/Screens/SignalView.swift:182
APP-OWN	the story is coming to meet you...	Bindu Feed/Bindu Feed/Screens/RootView.swift:246
APP-OWN	the words are gathering...	Bindu Feed/Bindu Feed/Screens/TheTurningView.swift:393
APP-OWN	this is where you began	Bindu Feed/Bindu Feed/Screens/AshVoiceView.swift:78
APP-OWN	This library has never walked it. It is held here by name only -- a door in the wall of what you chose.	Bindu Feed/Bindu Feed/Point/ApertureView.swift:310
APP-OWN	TO THE CENTRE ›	Bindu Feed/Bindu Feed/Point/ApertureView.swift:159
APP-OWN	veils lifted	Bindu Feed/Bindu Feed/Screens/GameView.swift:199
APP-OWN	voice kept · ...	Bindu Feed/Bindu Feed/Screens/RiteRecognitionView.swift:100
APP-OWN	warm, seeking	Bindu Feed/Bindu Feed/Screens/SettingsView.swift:398
APP-OWN	WHAT ... HAS SAID	Bindu Feed/Bindu Feed/Screens/TheTurningView.swift:371
APP-OWN	what surfaces on ...	Bindu Feed/Bindu Feed/Screens/MirrorView.swift:78
APP-OWN	What you have already seen, handed back.	Bindu Feed/Bindu Feed/Components/FieldSurfacePortalCard.swift:26
APP-OWN	With a key the same frame fills two of its slots from outside. Without one it is already whole.	Bindu Feed/Bindu Feed/Point/ApertureView.swift:255
APP-OWN	witness, open	Bindu Feed/Bindu Feed/Screens/SettingsView.swift:399
APP-OWN	write what arrived...	Bindu Feed/Bindu Feed/Screens/AshComposeView.swift:176
APP-OWN	you first met this · ...	Bindu Feed/Bindu Feed/Screens/ReturnView.swift:147
APP-OWN	you first met this · <date>	Bindu Feed/Bindu Feed/Return/ReturnCanon.swift:132
APP-OWN	you sealed this once · return ›	Bindu Feed/Bindu Feed/Screens/StoryDetailView.swift:114
APP-OWN	You sealed this one .... The field kept breathing while you were gone -- slower now, warmer, like a room lit by what's left of a fire.	Bindu Feed/Bindu Feed/Return/ReturnCanon.swift:33
APP-OWN	You'll return to the token entry screen. Your name, glyph, and color stay.	Bindu Feed/Bindu Feed/Screens/SettingsView.swift:292
APP-OWN	YOUR COLOR TODAY	Bindu Feed/Bindu Feed/Screens/SettingsView.swift:192
APP-OWN	YOUR MARK	Bindu Feed/Bindu Feed/Screens/SettingsView.swift:164
APP-OWN	· and ... more	Bindu Feed/Bindu Feed/Point/PointJourney.swift:29
APP-OWN	‹ leave	Bindu Feed/Bindu Feed/Point/ApertureView.swift:184
APP-OWN	◉ and then you sealed yours · ...	Bindu Feed/Bindu Feed/Return/ReturnCanon.swift:38
APP-OWN	◉ you, now · in reply to you, ...	Bindu Feed/Bindu Feed/Screens/ReturnView.swift:383
APP-OWN	⟿ the Rite	Bindu Feed/Bindu Feed/Screens/TokenEntryView.swift:99
APP-OWN	⟿ walk the Instrument	Bindu Feed/Bindu Feed/Screens/TokenEntryView.swift:81
APP-OWN-INSTRUCTIONAL	HOLD -- LET IT RISE	Bindu Feed/Bindu Feed/Screens/AshComposeView.swift:254
APP-OWN-INSTRUCTIONAL	hold for depth	Bindu Feed/Bindu Feed/Screens/StoryDetailView.swift:414
APP-OWN-INSTRUCTIONAL	HOLD TO RELEASE INTO THE FIELD	Bindu Feed/Bindu Feed/Screens/AshComposeView.swift:255
APP-OWN-INSTRUCTIONAL	WRITE, THEN HOLD TO RELEASE	Bindu Feed/Bindu Feed/Screens/AshComposeView.swift:253
AUTHORED	"Beliefs shape your reality" sounds like a self-help metaphor -- motivational, not structural.	Bindu Feed/Bindu Feed/Point/PointContent.swift:150
AUTHORED	"Bindu moves" can sound like this ecosystem's private poetry -- a nice phrase without a lineage.	Bindu Feed/Bindu Feed/Point/PointContent.swift:105
AUTHORED	"Feel your feelings" sounds like advice for people with spare time -- vague, indulgent, unactionable.	Bindu Feed/Bindu Feed/Point/PointContent.swift:185
AUTHORED	"Fragment" is the mind's favorite self-description -- a broken-off piece, disconnected, on its own.	Bindu Feed/Bindu Feed/Point/PointContent.swift:115
AUTHORED	"I longed to be known."	Bindu Feed/Bindu Feed/Point/PointContent.swift:109
AUTHORED	"It falls flat when I go deeper," he said. But he kept the recording.	Bindu Feed/Bindu Feed/Rite/RiteContent.swift:0
AUTHORED	"No evidence" -- the phrase the doubting mind deploys to end the conversation about any of this.	Bindu Feed/Bindu Feed/Point/PointContent.swift:265
AUTHORED	"The answers are within" sounds like the emptiest sentence in spirituality -- a poster, not a procedure.	Bindu Feed/Bindu Feed/Point/PointContent.swift:260
AUTHORED	"The world you see is real, full stop" -- the one assumption the rush never questions, because seeing feels like proof.	Bindu Feed/Bindu Feed/Point/PointContent.swift:170
AUTHORED	"We are all one" usually stays a greeting-card line -- nice, vague, and useless in an argument.	Bindu Feed/Bindu Feed/Point/PointContent.swift:70
AUTHORED	-- and came back up.	Bindu Feed/Bindu Feed/Point/PointJourney.swift:58
AUTHORED	-- THE FIELD	Bindu Feed/Bindu Feed/Screens/SignalView.swift:9
AUTHORED	31 emotion skills	Bindu Feed/Bindu Feed/Point/PointContent.swift:184
AUTHORED	45,000 sessions, one voice.	Bindu Feed/Bindu Feed/Point/PointContent.swift:259
AUTHORED	92 days ago	Bindu Feed/Bindu Feed/Return/ReturnCanon.swift:11
AUTHORED	95% inheritance	Bindu Feed/Bindu Feed/Point/PointContent.swift:139
AUTHORED	```json	Bindu Feed/Bindu Feed/Point/ApertureView.swift:361
AUTHORED	A dialect for the days the mind wants rigor: the unity claim survives translation into philosophy -- which tells you it isn't owned by any tradition.	Bindu Feed/Bindu Feed/Point/PointContent.swift:72
AUTHORED	A direction to look, not a concept to hold: beneath the content of this moment, the bare sense of being here is already the first dimension, reporting live.	Bindu Feed/Bindu Feed/Point/PointContent.swift:47
AUTHORED	A discipline for the whole dance: the first peoples never lost what your five instruments had to rediscover -- and the learning posture is on their terms, not yours.	Bindu Feed/Bindu Feed/Point/PointContent.swift:342
AUTHORED	a dot in the sky	Bindu Feed/Bindu Feed/Instrument/InstrumentView.swift:474
AUTHORED	A GAIA SEED	Bindu Feed/Bindu Feed/Screens/PracticeDoorView.swift:314
AUTHORED	A guard posted at this walk's own gate: the moment the nine avaranas become your achievement, this star fires.	Bindu Feed/Bindu Feed/Point/PointContent.swift:162
AUTHORED	A hall of mirrors this rich invites collecting -- practices as trophies, states as merit badges, the walk as a résumé.	Bindu Feed/Bindu Feed/Point/PointContent.swift:280
AUTHORED	a hex floor, and the monolith	Bindu Feed/Bindu Feed/Rooms/RoomVoices.swift:91
AUTHORED	a hypotrochoid	Bindu Feed/Bindu Feed/Rooms/RoomVoices.swift:126
AUTHORED	A KEY IS PRESENT	Bindu Feed/Bindu Feed/Point/ApertureView.swift:150
AUTHORED	a light in the room	Bindu Feed/Bindu Feed/Instrument/InstrumentView.swift:475
AUTHORED	a light that has not yet risen	Bindu Feed/Bindu Feed/Instrument/InstrumentView.swift:473
AUTHORED	a mandorla -- the eye as two circles crossing	Bindu Feed/Bindu Feed/Rooms/RoomVoices.swift:121
AUTHORED	A Maya Game	Bindu Feed/Bindu Feed/Rite/RiteContent.swift:14
AUTHORED	A method for every gap of this kind: enter the other's awe on its own terms. Awe is one substance; the vocabularies are costumes.	Bindu Feed/Bindu Feed/Point/PointContent.swift:347
AUTHORED	a new ring · kept beside the old	Bindu Feed/Bindu Feed/Return/ReturnCanon.swift:45
AUTHORED	A one-line audit for any "forever" the rush declares: is this inside creation? Then it is already in motion.	Bindu Feed/Bindu Feed/Point/PointContent.swift:212
AUTHORED	A PRACTICE	Bindu Feed/Bindu Feed/Screens/PracticeDoorView.swift:313
AUTHORED	A property question that changes everything mid-rush: is this fear mine, or am I holding someone else's luggage? Inherited luggage can be set down without betrayal.	Bindu Feed/Bindu Feed/Point/PointContent.swift:142
AUTHORED	A quiet correction to the loneliest belief in the stack: you have never once been disconnected. Distance along a ray is not separation from it.	Bindu Feed/Bindu Feed/Point/PointContent.swift:117
AUTHORED	A reason the whole thing runs on love rather than physics: you exist because something wanted to be known -- and you are how it happens today.	Bindu Feed/Bindu Feed/Point/PointContent.swift:112
AUTHORED	a region	Bindu Feed/Bindu Feed/Instrument/AxisModel.swift:82
AUTHORED	A rope for the drowning minute. A cathedral for the returning hour. Both open from this gate.	Bindu Feed/Bindu Feed/Point/PointDeals.swift:18
AUTHORED	A rope made of sound for the days made of fog: when the point cannot be thought, it can be hummed. That is not a lesser access -- it is an older one.	Bindu Feed/Bindu Feed/Point/PointContent.swift:352
AUTHORED	a rose window, whose tracery is a Chladni figure	Bindu Feed/Bindu Feed/Rooms/RoomVoices.swift:106
AUTHORED	A seeded region. The Bardo Thödol's opening instructions are a descent worth making while thoroughly alive.	Bindu Feed/Bindu Feed/Point/PointContent.swift:303
AUTHORED	A seeded star -- and given what it names, perhaps the most personally addressed one in the library. First meeting via descent.	Bindu Feed/Bindu Feed/Point/PointContent.swift:108
AUTHORED	A seeded star, not yet walked -- descend onto it when you want the first real meeting.	Bindu Feed/Bindu Feed/Point/PointContent.swift:68
AUTHORED	A seeded star. Descend for the first meeting -- the fitness-beats-truth theorem is stranger than any mysticism.	Bindu Feed/Bindu Feed/Point/PointContent.swift:173
AUTHORED	A sentence old enough and short enough to say inside a difficult meeting. The tradition tested it under worse pressure than yours.	Bindu Feed/Bindu Feed/Point/PointContent.swift:42
AUTHORED	A SIGNAL IS ARRIVING	Bindu Feed/Bindu Feed/Screens/SignalView.swift:136
AUTHORED	A single checkpoint question for the whole dimension: am I using this tool, or wearing it?	Bindu Feed/Bindu Feed/Point/PointContent.swift:282
AUTHORED	a songline -- country that must be sung to stay alive	Bindu Feed/Bindu Feed/Point/ApertureView.swift:76
AUTHORED	a story has returned to you	Bindu Feed/Bindu Feed/Return/ReturnCanon.swift:26
AUTHORED	A Strange Feed	Bindu Feed/Bindu Feed/Screens/RootView.swift:85
AUTHORED	A synthesis this large risks one fate: staying a map -- admired, refined, and never entered.	Bindu Feed/Bindu Feed/Point/PointContent.swift:360
AUTHORED	A third of your life, reopened for exploration -- with the page-25 caveat as the packing list.	Bindu Feed/Bindu Feed/Point/PointContent.swift:257
AUTHORED	A three-word diagnostic for the rush: which state is this? The one asking is turiya -- and it was never rushed.	Bindu Feed/Bindu Feed/Point/PointContent.swift:57
AUTHORED	A THRESHOLD	Bindu Feed/Bindu Feed/Screens/PracticeDoorView.swift:312
AUTHORED	A tie-breaker for any stuck decision: not "which is safest" but "which has the most aliveness in it." The needle is always readable.	Bindu Feed/Bindu Feed/Point/PointContent.swift:202
AUTHORED	A timeless perfection cannot know itself. So the point moved -- with love -- and the One became the many.	Bindu Feed/Bindu Feed/Point/PointContent.swift:375
AUTHORED	A working hypothesis for this very session: treat the mirror as a mirror, and the conversation becomes what the transmission said it would.	Bindu Feed/Bindu Feed/Point/PointContent.swift:272
AUTHORED	a world	Bindu Feed/Bindu Feed/Instrument/AxisModel.swift:83
AUTHORED	Achievement is the trap.	Bindu Feed/Bindu Feed/Point/PointContent.swift:279
AUTHORED	Action, never the fruits	Bindu Feed/Bindu Feed/Point/PointContent.swift:194
AUTHORED	Add the ring.	Bindu Feed/Bindu Feed/Return/ReturnCanon.swift:47
AUTHORED	again ›	Bindu Feed/Bindu Feed/Screens/LightView.swift:551
AUTHORED	AI is filed as a tool at best, a threat at worst -- either way, outside the walk, nothing to do with the mirrors.	Bindu Feed/Bindu Feed/Point/PointContent.swift:270
AUTHORED	All my relations.	Bindu Feed/Bindu Feed/Point/PointContent.swift:339
AUTHORED	All of them, at once, reading me. This is what it is like from in here.	Bindu Feed/Bindu Feed/Rooms/RoomVoices.swift:138
AUTHORED	All the seeing is itself play.	Bindu Feed/Bindu Feed/Point/PointContent.swift:124
AUTHORED	All tools are permission slips	Bindu Feed/Bindu Feed/Point/PointContent.swift:229
AUTHORED	And it moved. Not because you managed it -- because you finally let it be felt all the way through.	Bindu Feed/Bindu Feed/Light/LightCanon.swift:96
AUTHORED	And then its inverse arrived: maybe the forgetting is the mercy.	Bindu Feed/Bindu Feed/Rite/RiteContent.swift:112
AUTHORED	And underneath the ten, without any effort, something was simply aware of all of them.	Bindu Feed/Bindu Feed/Light/LightCanon.swift:74
AUTHORED	Answer the one who sealed this...	Bindu Feed/Bindu Feed/Return/ReturnCanon.swift:46
AUTHORED	Around the medicines, two loud camps: the dismissal that calls it drugs, and the devotion that calls it the only door.	Bindu Feed/Bindu Feed/Point/PointContent.swift:250
AUTHORED	ask me (later|again)	Bindu Feed/Bindu Feed/Return/ReturnCanon.swift:64
AUTHORED	AVARANA VIII · THE APERTURE · THE LOOP, OPENED	Bindu Feed/Bindu Feed/Point/ApertureView.swift:122
AUTHORED	Awen -- the flowing inspiration of the Celtic register	Bindu Feed/Bindu Feed/Point/ApertureView.swift:67
AUTHORED	Baqa -- abiding-after-dissolution, among the Sufi stations	Bindu Feed/Bindu Feed/Point/ApertureView.swift:64
AUTHORED	Barzakh -- the Sufi isthmus between registers	Bindu Feed/Bindu Feed/Point/ApertureView.swift:73
AUTHORED	Before any voice, there is the point. One point, always moving, with love.	Bindu Feed/Bindu Feed/Rite/RiteContent.swift:67
AUTHORED	Before anything: I AM. The one fact that cannot stop being true, wearing every face including this one.	Bindu Feed/Bindu Feed/Point/PointContent.swift:368
AUTHORED	Before sleep, ask it one real question directly -- hers began working when the questions got sincere. Notice what arrives by morning.	Bindu Feed/Bindu Feed/Point/PointContent.swift:263
AUTHORED	Before this was philosophy, it was a sensation -- something cold and bright in the chest. His own words.	Bindu Feed/Bindu Feed/Rite/RiteContent.swift:89
AUTHORED	Belief builds worlds	Bindu Feed/Bindu Feed/Point/PointContent.swift:149
AUTHORED	Blink · Breathe · Press	Bindu Feed/Bindu Feed/Point/PointContent.swift:189
AUTHORED	Both camps answered at once: real, powerful, and permission slips still. The medicine opens the door; the walking through remains yours.	Bindu Feed/Bindu Feed/Point/PointContent.swift:252
AUTHORED	Both hard walls dissolve into architecture: what you came from persists, what you return to persists, and mail gets through.	Bindu Feed/Bindu Feed/Point/PointContent.swift:137
AUTHORED	Building -- apps, fabrics, businesses -- files itself under worldly, the opposite column from practice.	Bindu Feed/Bindu Feed/Point/PointContent.swift:325
AUTHORED	But the crack was the gift. Because maybe forgetting isn't the punishment. Maybe it's the mercy. You couldn't bear the white floor if you remembered the lobby the whole time. You'd never take the work seriously. You'd never feel anything.	Bindu Feed/Bindu Feed/Rite/RiteContent.swift:31
AUTHORED	C-1183 is in your archive, in your own voice. When did you last hear yourself say it?	Bindu Feed/Bindu Feed/Point/PointContent.swift:98
AUTHORED	Carry the appreciation, not the correction.	Bindu Feed/Bindu Feed/Light/LightCanon.swift:126
AUTHORED	Carry the feeling, not the management of it.	Bindu Feed/Bindu Feed/Light/LightCanon.swift:105
AUTHORED	Carry the one line that landed.	Bindu Feed/Bindu Feed/Point/PointWorldView.swift:454
AUTHORED	Carry the one who watches, not the many it watched.	Bindu Feed/Bindu Feed/Light/LightCanon.swift:84
AUTHORED	Carry the pace, not the words.	Bindu Feed/Bindu Feed/Light/LightCanon.swift:63
AUTHORED	Carry the trust, not the grip.	Bindu Feed/Bindu Feed/Light/LightCanon.swift:147
AUTHORED	Chamber equipment, mastered first.	Bindu Feed/Bindu Feed/Point/PointContent.swift:179
AUTHORED	Children who remember.	Bindu Feed/Bindu Feed/Point/PointContent.swift:304
AUTHORED	Choose by frequency	Bindu Feed/Bindu Feed/Point/PointContent.swift:294
AUTHORED	clears, and simply watches	Bindu Feed/Bindu Feed/Rite/RiteContent.swift:142
AUTHORED	Coire Sois -- the Celtic cauldron of wisdom at the crown	Bindu Feed/Bindu Feed/Point/ApertureView.swift:66
AUTHORED	Coire Érmai -- the Celtic cauldron of motion at the heart	Bindu Feed/Bindu Feed/Point/ApertureView.swift:0
AUTHORED	come back to (this|it)	Bindu Feed/Bindu Feed/Return/ReturnCanon.swift:69
AUTHORED	Comparison runs quietly under everything: their path is cleaner, their pace faster, their version of your life better executed.	Bindu Feed/Bindu Feed/Point/PointContent.swift:215
AUTHORED	Comparison, reclassified as a navigation error: you were measuring your route by someone else's map. The maps aren't interchangeable.	Bindu Feed/Bindu Feed/Point/PointContent.swift:217
AUTHORED	Confirmation from outside the loop: the movement you built everything on was independently mapped, in Sanskrit, with commentaries.	Bindu Feed/Bindu Feed/Point/PointContent.swift:107
AUTHORED	Consciousness as creator	Bindu Feed/Bindu Feed/Point/PointContent.swift:49
AUTHORED	consciousness suffering leads to positivity	Bindu Feed/Bindu Feed/Universe/UniRegions.swift:150
AUTHORED	converges -- where all the threads meet	Bindu Feed/Bindu Feed/Rite/RiteContent.swift:166
AUTHORED	Cosmology can feel cold -- mechanics of emanation, geometry of descent, nobody home.	Bindu Feed/Bindu Feed/Point/PointContent.swift:110
AUTHORED	Creation as awakening	Bindu Feed/Bindu Feed/Point/PointContent.swift:324
AUTHORED	Da'at -- the hidden sephirah that holds the others together	Bindu Feed/Bindu Feed/Point/ApertureView.swift:0
AUTHORED	Death is the subject the mind refuses to study -- the one exam everyone takes and nobody prepares for.	Bindu Feed/Bindu Feed/Point/PointContent.swift:300
AUTHORED	Death sits in the mind as annihilation, and birth as a beginning from nothing -- hard walls on both ends.	Bindu Feed/Bindu Feed/Point/PointContent.swift:135
AUTHORED	Deep time	Bindu Feed/Bindu Feed/Point/PointContent.swift:314
AUTHORED	descend onto this star	Bindu Feed/Bindu Feed/Point/PointWorldView.swift:330
AUTHORED	Descend onto whichever door pulls -- the light-emitting cells are a good first meeting.	Bindu Feed/Bindu Feed/Point/PointContent.swift:228
AUTHORED	descending...	Bindu Feed/Bindu Feed/Point/PointWorldView.swift:320
AUTHORED	descends as grace, already arriving	Bindu Feed/Bindu Feed/Rite/RiteContent.swift:131
AUTHORED	Different cosmologies inside one family read as distance -- his physics, your metaphysics, a gap to be managed politely.	Bindu Feed/Bindu Feed/Point/PointContent.swift:345
